高楼层(共35层),2008年,3室2厅,92.21平米,南,桃源村三期,690,7.482919423056068,92.21
中楼层(共9层),2000年,3室2厅,105.63平米,南西南,星海名城一期二组团,670,6.342895010887059,105.63
低楼层(共18层),2006年,3室2厅,75.7平米,东南南,皇庭香格里花园,538,7.107001321003962,75.7
高楼层(共34层),2008年,3室2厅,89.17平米,东南,桃源村三期,650,7.289447123472019,89.17
中楼层(共9层),2001年,3室2厅,90.59平米,东北,星海名城一期四组团,670,7.395959818964565,90.59
中楼层(共11层),2007年,3室1厅,97.53平米,北,珠光花半里,646,6.62360299395058,97.53
中楼层(共28层),2006年,3室2厅,88.83平米,西南,华府假日大厦,518,5.831363278171789,88.83
高楼层(共26层),2018年,3室1厅,66.61平米,北东西,红花雅筑,700,10.508932592703799,66.61
低楼层(共8层),2000年,3室1厅,88.59平米,东南南,后海名苑居南区,680,7.67580991082515,88.59
高楼层(共18层),2003年,3室2厅,80.18平米,北,如意家园,530,6.610127213769019,80.18
高楼层(共32层),2004年,3室1厅,65.08平米,西北,英达钰龙园,439,6.745543945912723,65.08
高楼层(共12层),2011年,3室2厅,63.4平米,东南,半山语林公寓,550,8.675078864353312,63.4
高楼层(共24层),2012年,3室2厅,77.99平米,南,汉京确悦,680,8.719066546993204,77.99
低楼层(共17层),2009年,3室1厅,66平米,东南,中海阳光玫瑰园,660,10.0,66.0
高楼层(共20层),1999年,3室2厅,93.13平米,东北,桃源村二期,465,4.993020508965961,93.13
中楼层(共24层),2012年,3室1厅,61.68平米,东南,汉京确悦,650,10.538261997405966,61.68
中楼层(共32层),1995年,3室2厅,103.5平米,东南,京光海景花园,530,5.120772946859903,103.5
中楼层(共31层),2003年,3室1厅,86.45平米,东南,雅仕荔景苑,648,7.495662232504338,86.45
高楼层(共34层),2008年,3室2厅,83平米,西南南,桃源村三期,535,6.445783132530121,83.0
低楼层(共17层),2004年,3室1厅,80.23平米,东,前海花园三期,580,7.229216003988532,80.23
中楼层(共17层),2004年,3室2厅,84.84平米,北,前海花园三期,638,7.5200377180575195,84.84
低楼层(共24层),1993年,3室2厅,110.18平米,西,花果山大厦,670,6.0809584316572876,110.18
高楼层(共34层),2008年,3室2厅,92平米,东南,桃源村三期,668,7.260869565217392,92.0
中楼层(共26层),2013年,3室2厅,87.8平米,南,香格名苑,630,7.175398633257403,87.8
中楼层(共31层),1993年,3室2厅,121.9平米,东南,维园大厦,650,5.332239540607055,121.9
低楼层(共34层),2008年,3室2厅,92.24平米,西南,桃源村三期,620,6.7215958369470945,92.24
低楼层(共28层),2006年,3室2厅,70.71平米,北,缤纷年华,699,9.885447602885025,70.71
低楼层(共20层),2003年,3室1厅,80.81平米,南,前海明珠,630,7.796064843459968,80.81
低楼层(共11层),2004年,3室2厅,91.47平米,北,前海花园,550,6.012900404504209,91.47
中楼层(共17层),2009年,3室2厅,65.75平米,东南,中海阳光玫瑰园,660,10.038022813688213,65.75
中楼层(共18层),2008年,3室2厅,76.96平米,北,香榭峰景苑,525,6.8217255717255725,76.96
高楼层(共9层),2001年,3室2厅,70.27平米,南,星海名城一期五组团,650,9.250035577059911,70.27
中楼层(共20层),2003年,3室2厅,92.88平米,东南,桃源村二期,550,5.921619293712317,92.88
低楼层(共20层),1999年,3室2厅,92.54平米,北,桃源村二期,530,5.727253079749297,92.54
中楼层(共42层),2018年,3室1厅,84.5平米,南,塘朗城,470,5.562130177514793,84.5
低楼层(共18层),2003年,3室2厅,91.98平米,南,如意家园,630,6.8493150684931505,91.98
中楼层(共15层),2011年,3室1厅,77.72平米,东南,鼎胜山邻居,590,7.591353576942872,77.72
中楼层(共20层),1999年,3室1厅,92.88平米,南,桃源村二期,500,5.383290267011198,92.88
中楼层(共44层),2017年,3室2厅,74.62平米,南,豪方天际花园,650,8.710801393728222,74.62
高楼层(共11层),2006年,3室1厅,92.6平米,北,天地峰景,670,7.235421166306696,92.6
高楼层(共19层),1999年,3室2厅,88.42平米,东,南海台大厦,550,6.220312146573173,88.42
中楼层(共34层),2016年,3室2厅,81平米,东南,深物业前海港湾花园,630,7.777777777777778,81.0
低楼层(共18层),2003年,3室2厅,79.92平米,南,仓前锦福苑,420,5.255255255255255,79.92
中楼层(共26层),2016年,3室2厅,85.8平米,南,香格名苑,650,7.575757575757576,85.8
中楼层(共33层),2008年,3室2厅,91.54平米,南,桃源村三期,583,6.3688005243609345,91.54
中楼层(共32层),2004年,3室1厅,68.19平米,南,英达钰龙园,480,7.039155301363836,68.19
中楼层(共11层),2009年,3室2厅,82.89平米,南,方鼎华庭,660,7.9623597538906985,82.89
中楼层(共32层),2008年,3室2厅,83.14平米,南,桃源村三期,618,7.433245128698581,83.14
高楼层(共25层),2004年,3室2厅,97.75平米,南,东方新地,560,5.728900255754476,97.75
高楼层(共11层),2000年,3室2厅,87平米,南,宝珠花园,566,6.505747126436781,87.0
低楼层(共20层),2000年,3室2厅,92.54平米,东北,桃源村二期,440,4.754700669980549,92.54
高楼层(共8层),1997年,3室2厅,97.6平米,北,大陆庄园,520,5.327868852459017,97.6
中楼层(共20层),2003年,3室1厅,93.22平米,东南,桃源村二期,500,5.36365586783952,93.22
高楼层(共17层),2009年,3室1厅,65.72平米,东南,中海阳光玫瑰园,698,10.620815581253805,65.72
中楼层(共35层),2008年,3室2厅,71.68平米,南西北,桃源村三期,518,7.226562499999999,71.68
中楼层(共9层),2003年,3室2厅,89.69平米,北,水木华庭,690,7.693165347307392,89.69
高楼层(共18层),2003年,3室2厅,106.61平米,东南,如意家园,680,6.378388518900666,106.61
高楼层(共17层),2009年,3室2厅,77.98平米,东北,中海阳光玫瑰园,699,8.963836881251602,77.98
中楼层(共11层),1999年,3室2厅,91.47平米,北,前海花园,568,6.209686235924347,91.47
中楼层(共18层),2010年,3室2厅,89.08平米,南北,德意名居二期,645,7.240682532555007,89.08
低楼层(共17层),2009年,3室2厅,77平米,南,中海阳光玫瑰园,686,8.909090909090908,77.0
低楼层(共7层),1999年,3室2厅,89.87平米,北,前海花园,580,6.453766551685768,89.87
高楼层(共19层),2005年,3室2厅,108.62平米,南北,嘉南美地,670,6.168293132019886,108.62
低楼层(共29层),2003年,3室2厅,79.56平米,西南,现代城梦想家园,588,7.390648567119155,79.56
高楼层(共18层),2004年,3室1厅,94.25平米,西南,俊峰丽舍,700,7.427055702917772,94.25
中楼层(共20层),2000年,3室2厅,93平米,南,桃源村二期,568,6.10752688172043,93.0
高楼层(共18层),2004年,3室2厅,106.99平米,东西,俊峰丽舍,700,6.5426675390223386,106.99
中楼层(共18层),2006年,3室1厅,87.84平米,东南,金色海琴苑,650,7.399817850637523,87.84
低楼层(共17层),2004年,3室2厅,88.45平米,东南,前海花园三期,560,6.331260599208592,88.45
低楼层(共49层),2017年,3室2厅,75.52平米,西北,豪方天际花园,639,8.461334745762713,75.52
中楼层(共20层),1999年,3室2厅,91.58平米,东北,桃源村二期,596,6.507971172745141,91.58
中楼层(共18层),2001年,3室2厅,77.61平米,南,仓前锦福苑,500,6.442468754026543,77.61
高楼层(共28层),2004年,3室1厅,79.7平米,南,星海名城三期,600,7.528230865746549,79.7
低楼层(共34层),2010年,3室2厅,70.24平米,南,深云村,650,9.253986332574032,70.24
高楼层(共8层),2000年,3室2厅,88.5平米,东南,后海名苑居南区,588,6.6440677966101696,88.5
低楼层(共47层),2016年,3室2厅,75.52平米,南,宝能城,668,8.845338983050848,75.52
高楼层(共20层),1999年,3室2厅,91.58平米,西北北,桃源村二期,470,5.13212491810439,91.58
高楼层(共8层),1997年,3室2厅,98.77平米,北,大陆庄园,629,6.368330464716007,98.77
高楼层(共18层),2001年,3室2厅,79.91平米,西南,仓前锦福苑,480,6.00675760230259,79.91
高楼层(共15层),2000年,3室1厅,75.57平米,南,汇园雅居,530,7.013365091967713,75.57
高楼层(共17层),2009年,3室1厅,79.87平米,东南,中海阳光玫瑰园,680,8.513834981845498,79.87
高楼层(共9层),2001年,3室2厅,91.41平米,东北,星海名城一期四组团,688,7.526528826167816,91.41
低楼层(共33层),2008年,3室2厅,82.48平米,南,桃源村三期,600,7.274490785645004,82.48
中楼层(共20层),1999年,3室2厅,93.13平米,东南,桃源村二期,498,5.3473638999248365,93.13
低楼层(共20层),1999年,3室2厅,93平米,北,桃源村二期,540,5.806451612903226,93.0
中楼层(共18层),2001年,3室2厅,106.32平米,南,仓前锦福苑,550,5.17306245297216,106.32
高楼层(共33层),2008年,3室2厅,80.98平米,南北东北,桃源村三期,550,6.791800444554211,80.98
中楼层(共20层),1999年,3室2厅,95.36平米,东北,桃源村二期,559,5.861996644295302,95.36
高楼层(共35层),2008年,3室2厅,89.25平米,西南,桃源村三期,610,6.834733893557423,89.25
中楼层(共19层),1999年,3室2厅,90.75平米,北,桃源村二期,523,5.763085399449036,90.75
高楼层(共15层),2004年,3室2厅,102.31平米,东南南北,中爱花园,698,6.822402502199198,102.31
低楼层(共52层),2023年,3室1厅,78.12平米,东南,鸿荣源尚璟公馆,700,8.960573476702509,78.12
低楼层(共32层),2008年,3室1厅,88.69平米,南北,桃源村三期,550,6.201375577855452,88.69
中楼层(共7层),2002年,3室1厅,93.47平米,北,港湾花园,650,6.954102920723227,93.47
高楼层(共26层),2013年,3室2厅,86.25平米,南,香格名苑,660,7.6521739130434785,86.25
中楼层(共12层),2004年,3室2厅,106.31平米,东,南山豪庭,699,6.575110525820713,106.31
低楼层(共18层),2003年,3室1厅,72.82平米,北,如意家园,550,7.552870090634442,72.82
中楼层(共34层),2010年,3室1厅,69.96平米,南,深云村,680,9.719839908519155,69.96
中楼层(共49层),2017年,3室2厅,75.52平米,西北,豪方天际花园,686,9.083686440677967,75.52
中楼层(共32层),2010年,3室2厅,72.27平米,西南,恒立心海湾花园,575,7.956275079562751,72.27
中楼层(共11层),2000年,3室1厅,104.08平米,北,宝珠花园,630,6.053036126056879,104.08
低楼层(共32层),2000年,3室2厅,97.23平米,南,汇景豪苑,550,5.656690321917104,97.23
低楼层(共17层),2001年,3室2厅,91.85平米,南,新海大厦,510,5.552531301034295,91.85
高楼层(共45层),2019年,3室1厅,101.55平米,南,恒大天璟大厦,698,6.873461349089119,101.55
高楼层(共35层),2008年,3室2厅,92.61平米,东南,桃源村三期,680,7.342619587517547,92.61
中楼层(共33层),2009年,3室2厅,62.05平米,东,四海公寓,550,8.8638195004029,62.05
低楼层(共32层),2000年,3室2厅,96.14平米,南东,汇景豪苑,570,5.928853754940711,96.14
低楼层(共34层),1996年,3室2厅,117.75平米,西,中旅广场,668,5.673036093418259,117.75
中楼层(共34层),2010年,3室2厅,69.96平米,东东南,深云村,630,9.005145797598628,69.96
低楼层(共32层),2008年,3室2厅,82.41平米,南,桃源村三期,538,6.528333940055819,82.41
高楼层(共25层),2004年,3室2厅,107.21平米,南北,东方新地,665,6.2027795914560215,107.21
中楼层(共34层),2016年,3室2厅,81.44平米,东南,深物业前海港湾花园,650,7.981335952848723,81.44
中楼层(共17层),2004年,3室2厅,89.45平米,东南,前海花园三期,650,7.266629401900503,89.45
中楼层(共11层),2009年,3室1厅,54.93平米,南,方鼎华庭,498,9.06608410704533,54.93
中楼层(共16层),2000年,3室2厅,78.05平米,西,创世纪滨海花园,628,8.046124279308136,78.05
高楼层(共54层),2019年,3室2厅,87.36平米,西南,京基御景峯,558,6.387362637362638,87.36
低楼层(共34层),2014年,3室1厅,88.29平米,南,栖游记,630,7.135575942915392,88.29
高楼层(共30层),2011年,3室2厅,82.29平米,东南,官龙名苑,480,5.833029529711994,82.29
低楼层(共9层),2000年,3室2厅,92.96平米,东北,星海名城一期一组团,678,7.2934595524956976,92.96
低楼层(共18层),2003年,3室2厅,80.06平米,南,如意家园,560,6.994753934549088,80.06
低楼层(共17层),2004年,3室2厅,81.09平米,西,前海花园三期,548,6.757923295104205,81.09
高楼层(共24层),1994年,3室2厅,87.44平米,东南,钜建大厦,490,5.60384263494968,87.44
高楼层(共32层),2008年,3室2厅,91.55平米,南,桃源村三期,640,6.990715456034954,91.55
中楼层(共33层),2014年,3室2厅,77.18平米,东南,佳兆业前海广场一期,650,8.42187095102358,77.18
高楼层(共29层),2003年,3室2厅,80平米,东南,现代城梦想家园,590,7.375,80.0
低楼层(共49层),2017年,3室1厅,74.44平米,西北,豪方天际花园,655,8.799032778076302,74.44
低楼层(共24层),1993年,3室2厅,110.18平米,东南西南,花果山大厦,628,5.699764022508622,110.18
低楼层(共28层),1993年,3室2厅,98.44平米,西南,海晖大厦,580,5.891913856156035,98.44
中楼层(共32层),2006年,3室1厅,80.24平米,东南,星海名城五期,652,8.125623130608176,80.24
高楼层(共34层),2016年,3室1厅,82.05平米,东南,深物业前海港湾花园,630,7.678244972577697,82.05
中楼层(共8层),1999年,3室2厅,89.66平米,南,荔庭园,650,7.249609636404194,89.66
低楼层(共52层),2023年,3室2厅,77.93平米,南,鸿荣源尚璟公馆,700,8.98242012062107,77.93
低楼层(共20层),1999年,3室2厅,93.22平米,东北,桃源村二期,520,5.5782021025531,93.22
高楼层(共12层),2004年,3室2厅,100.45平米,南,南山豪庭,700,6.968641114982578,100.45
低楼层(共17层),2016年,3室1厅,81.32平米,北南,深物业前海港湾花园,639,7.857845548450566,81.32
中楼层(共18层),2010年,3室2厅,87.57平米,南,德意名居二期,678,7.742377526550189,87.57
高楼层(共40层),2017年,3室2厅,98.67平米,西南,万科云城,520,5.270092226613966,98.67
低楼层(共11层),1999年,3室1厅,101.81平米,北,宝珠花园,630,6.187997249779,101.81
高楼层(共34层),1995年,3室1厅,80.67平米,南,深南花园,460,5.702243708937647,80.67
中楼层(共24层),1996年,3室2厅,87.44平米,南北,钜建大厦,610,6.976212259835316,87.44
高楼层(共34层),2004年,3室2厅,98.65平米,东南,云海天城,668,6.771414090217942,98.65
中楼层(共14层),2001年,3室2厅,75.77平米,南,朗景园,575,7.588755444107167,75.77
高楼层(共27层),2010年,3室2厅,74.66平米,东南,阳光花地苑,598,8.009643718189125,74.66
低楼层(共11层),2004年,3室2厅,101.55平米,南北,润城花园,690,6.794682422451994,101.55
高楼层(共49层),2017年,3室2厅,74.59平米,西北,豪方天际花园,629,8.43276578629843,74.59
中楼层(共11层),2007年,3室2厅,97.47平米,南北,珠光花半里,610,6.258335898225095,97.47
高楼层(共20层),1999年,3室1厅,93.22平米,东南南,桃源村二期,525,5.6318386612314955,93.22
中楼层(共26层),2018年,3室2厅,72平米,南,红花雅筑,639,8.875,72.0
低楼层(共49层),2017年,3室2厅,75.52平米,西北,豪方天际花园,620,8.209745762711865,75.52
中楼层(共32层),2008年,3室2厅,80.99平米,北,桃源村三期,530,6.544017779972837,80.99
高楼层(共28层),2007年,3室1厅,85.43平米,北,新德家园,680,7.959733114830855,85.43
中楼层(共14层),2004年,3室1厅,87.48平米,南,椰风海岸,680,7.773205304069501,87.48
中楼层(共31层),2004年,3室1厅,90.1平米,南,英达钰龙园,630,6.992230854605994,90.1
低楼层(共34层),2016年,3室2厅,81.44平米,东南,深物业前海港湾花园,650,7.981335952848723,81.44
高楼层(共32层),2006年,3室2厅,85.77平米,西北,星海名城五期,590,6.878862072985893,85.77
低楼层(共30层),1999年,3室2厅,102.46平米,南,康佳苑,660,6.441538161233653,102.46
中楼层(共8层),2005年,3室2厅,109.15平米,南北,龙福苑,680,6.229958772331654,109.15
中楼层(共34层),2004年,3室2厅,111.31平米,东南,云海天城,699,6.279759230976552,111.31
高楼层(共16层),2007年,3室1厅,84.87平米,北,众冠西郡园,606,7.140332272887946,84.87
高楼层(共33层),2020年,3室1厅,73.89平米,东北,瑧湾汇,630,8.526187576126675,73.89
高楼层(共19层),1999年,3室2厅,93平米,东,桃源村二期,475,5.10752688172043,93.0
低楼层(共49层),2017年,3室2厅,75.59平米,西北,豪方天际花园,646,8.546103982008201,75.59
高楼层(共32层),2016年,3室1厅,92.18平米,北,万科云城,520,5.641136906053373,92.18
低楼层(共49层),2017年,3室1厅,75.7平米,西北,豪方天际花园,630,8.3223249669749,75.7
中楼层(共29层),2019年,3室1厅,90.7平米,南,东关乐尚林居,700,7.717750826901874,90.7
低楼层(共33层),2008年,3室2厅,78.18平米,北,桃源村三期,520,6.65131747249936,78.18
中楼层(共33层),2008年,3室2厅,80.98平米,北,桃源村三期,530,6.544825882934058,80.98
中楼层(共43层),2021年,3室2厅,80.68平米,南,晗山悦海城,550,6.817055032226078,80.68
中楼层(共10层),2003年,3室2厅,111.57平米,南北,港湾花园,700,6.274088016491889,111.57
高楼层(共34层),2008年,3室2厅,83.2平米,东南,桃源村三期,558,6.706730769230769,83.2
中楼层(共26层),2018年,3室2厅,66.1平米,南,红花雅筑,568,8.59304084720121,66.1
低楼层(共12层),2002年,3室2厅,78.96平米,南,海洋星苑,648,8.206686930091186,78.96
低楼层(共31层),2019年,3室2厅,83平米,东北,东关乐尚林居,628,7.566265060240964,83.0
中楼层(共20层),1999年,3室1厅,91.58平米,西北,桃源村二期,540,5.896483948460363,91.58
中楼层(共31层),2004年,3室2厅,95.43平米,南,英达钰龙园,685,7.178036256942261,95.43
低楼层(共49层),2017年,3室1厅,75.7平米,西北,豪方天际花园,639,8.44121532364597,75.7
低楼层(共49层),2017年,3室2厅,74.53平米,西北,豪方天际花园,630,8.452971957600965,74.53
中楼层(共35层),2008年,3室2厅,70.7平米,东南,桃源村三期,520,7.355021216407355,70.7
高楼层(共27层),2010年,3室2厅,74.73平米,东南西北,阳光花地苑,660,8.831794460056202,74.73
高楼层(共46层),2018年,3室2厅,86.97平米,东东南,阳光粤海,530,6.094055421409681,86.97
高楼层(共44层),2017年,3室2厅,74.87平米,西南,豪方天际花园,650,8.681714972619206,74.87
高楼层(共8层),1996年,3室2厅,100.31平米,南,蛇口统建楼,549,5.473033595852856,100.31
低楼层(共33层),2008年,3室1厅,79.01平米,东北东北,桃源村三期,580,7.340842931274522,79.01
中楼层(共18层),2001年,3室2厅,115平米,西北,仓前锦福苑,542,4.71304347826087,115.0
高楼层(共20层),2003年,3室1厅,77.8平米,西南西,望海汇景苑,680,8.740359897172237,77.8
中楼层(共34层),2016年,3室1厅,89平米,东南,深物业前海港湾花园,690,7.752808988764045,89.0
高楼层(共49层),2017年,3室2厅,75.47平米,西北,豪方天际花园,620,8.215184841658937,75.47
低楼层(共33层),2009年,3室2厅,60.94平米,南,四海公寓,530,8.697079094191007,60.94
中楼层(共11层),2009年,3室2厅,82.89平米,南,方鼎华庭,638,7.696947762094342,82.89
高楼层(共52层),2023年,3室2厅,78.27平米,东南,鸿荣源尚璟公馆,650,8.304586687108726,78.27
低楼层(共17层),2007年,3室2厅,63.67平米,南,西湖林语,670,10.523009266530547,63.67
低楼层(共17层),2004年,3室2厅,91.88平米,东西,前海花园三期,568,6.181976491075316,91.88
中楼层(共9层),2000年,3室1厅,92.32平米,东北,星海名城一期三组团,680,7.365684575389949,92.32
中楼层(共8层),2001年,3室2厅,98.14平米,东南,碧茵苑,590,6.011819849195027,98.14
中楼层(共17层),2007年,3室2厅,78.78平米,南,西湖林语,700,8.885503935008886,78.78
低楼层(共29层),2020年,3室2厅,91.83平米,东南,招商前海·领尚公馆,590,6.4249156049221385,91.83
中楼层(共31层),2019年,3室1厅,82.61平米,东北,东关乐尚林居,625,7.565670015736593,82.61
中楼层(共26层),2018年,3室1厅,66.61平米,南,红花雅筑,680,10.208677375769405,66.61
低楼层(共34层),2014年,3室2厅,86.2平米,南,栖游记,643,7.459396751740139,86.2
低楼层(共54层),2019年,3室2厅,115.81平米,东北,京基御景峯,628,5.4226750712373715,115.81
高楼层(共34层),2016年,3室2厅,81.97平米,南,深物业前海港湾花园,630,7.685738684884714,81.97
高楼层(共40层),2017年,3室2厅,98.67平米,西南,万科云城,550,5.574136008918617,98.67
高楼层(共31层),2002年,3室2厅,110.81平米,北,南景苑,520,4.692717263784857,110.81
低楼层(共34层),2004年,3室1厅,98.57平米,东南,云海天城,700,7.101552196408644,98.57
低楼层(共48层),2017年,3室1厅,75平米,西北,豪方天际花园,645,8.6,75.0
高楼层(共18层),2005年,3室2厅,85.07平米,南,晶品居,680,7.99341718584695,85.07
高楼层(共32层),1998年,3室1厅,121.03平米,西北,京光海景花园,650,5.370569280343716,121.03
低楼层(共28层),2006年,3室1厅,87.3平米,东北,华府假日大厦,540,6.185567010309279,87.3
中楼层(共49层),2017年,3室2厅,74.38平米,西北,豪方天际花园,629,8.456574347942995,74.38
低楼层(共49层),2017年,3室1厅,74.44平米,西北,豪方天际花园,630,8.4631918323482,74.44
低楼层(共18层),2010年,3室1厅,88.42平米,南,德意名居一期,698,7.894141596923773,88.42
低楼层(共23层),2002年,3室2厅,144.26平米,东北,世界花园海华居,699,4.845417995286289,144.26
高楼层(共15层),2000年,3室1厅,75.57平米,南北,汇园雅居,510,6.748709805478365,75.57
低楼层(共32层),2016年,3室2厅,92.18平米,南,万科云城,530,5.749620308092862,92.18
中楼层(共8层),2000年,3室1厅,88.5平米,东南,后海名苑居南区,680,7.68361581920904,88.5
中楼层(共32层),2008年,3室2厅,81.08平米,南北,桃源村三期,598,7.375431672422299,81.08
中楼层(共17层),2011年,3室2厅,64.83平米,西南,万豪御景苑,600,9.254974548819991,64.83
高楼层(共24层),1996年,3室2厅,87.44平米,东南,钜建大厦,470,5.375114364135407,87.44
中楼层(共29层),2019年,3室1厅,79.36平米,南,东关乐尚林居,628,7.913306451612903,79.36
中楼层(共18层),2010年,3室1厅,89.32平米,南,德意名居一期,645,7.221227048813256,89.32
中楼层(共11层),2000年,3室1厅,113平米,北,宝珠花园,700,6.1946902654867255,113.0
高楼层(共31层),2004年,3室2厅,95.84平米,东南,英达钰龙园,659,6.876043405676127,95.84
中楼层(共32层),2008年,3室2厅,83.14平米,南,桃源村三期,548,6.591291796968968,83.14
中楼层(共20层),1999年,3室2厅,93.13平米,东南,桃源村二期,615,6.603672286051756,93.13
低楼层(共34层),2008年,3室1厅,92.12平米,东南,桃源村三期,660,7.164567954841511,92.12
高楼层(共33层),2008年,3室2厅,91.54平米,南,桃源村三期,650,7.1007209962857765,91.54
低楼层(共18层),2004年,3室1厅,107.73平米,南,星海名城三期,700,6.49772579597141,107.73
中楼层(共34层),2008年,3室2厅,89.08平米,南,桃源村三期,580,6.511001347103727,89.08
高楼层(共18层),2001年,3室2厅,79.38平米,东南,仓前锦福苑,436,5.492567397329302,79.38
低楼层(共10层),2005年,3室1厅,85平米,东北,郁金香家园,690,8.117647058823529,85.0
高楼层(共18层),2002年,3室2厅,95.63平米,南,星海名城二期七组团,699,7.309421729582767,95.63
中楼层(共12层),2001年,3室1厅,78.76平米,南,众冠花园,490,6.22143219908583,78.76
中楼层(共32层),2000年,3室2厅,97.21平米,东南,汇景豪苑,630,6.480814730994754,97.21
中楼层(共20层),1999年,3室1厅,93.13平米,南,桃源村二期,518,5.562117470202942,93.13
中楼层(共17层),2004年,3室2厅,88.45平米,东南,前海花园三期,570,6.44431882419446,88.45
低楼层(共25层),2013年,3室2厅,89.84平米,南西南,香格名苑,690,7.680320569902047,89.84
中楼层(共31层),2005年,3室2厅,106.76平米,东南,海尚国际,600,5.620082427875609,106.76
中楼层(共49层),2017年,3室2厅,75平米,西北,豪方天际花园,650,8.666666666666666,75.0
中楼层(共30层),1995年,3室2厅,94.33平米,东南,华彩花园,520,5.512562281352698,94.33
中楼层(共17层),2011年,3室2厅,64.91平米,东北,万豪御景苑,520,8.011092281620707,64.91
高楼层(共49层),2017年,3室2厅,75平米,西北,豪方天际花园,625,8.333333333333334,75.0
中楼层(共21层),2004年,3室2厅,95.91平米,东,福临苑,650,6.777186946095298,95.91
高楼层(共49层),2017年,3室2厅,74.44平米,西北,豪方天际花园,648,8.704997313272434,74.44
高楼层(共26层),2018年,3室1厅,66.61平米,北,红花雅筑,580,8.707401291097433,66.61
低楼层(共12层),2001年,3室1厅,81.56平米,南北,众冠花园,460,5.640019617459539,81.56
低楼层(共35层),2008年,3室2厅,89.14平米,西北,桃源村三期,550,6.170069553511331,89.14
中楼层(共17层),2009年,3室2厅,66.75平米,东南,中海阳光玫瑰园,660,9.887640449438202,66.75
高楼层(共35层),2008年,3室2厅,89.19平米,西北,桃源村三期,595,6.671151474380536,89.19
高楼层(共29层),2004年,3室1厅,92.69平米,南北,常兴广场,580,6.257417197108642,92.69
中楼层(共9层),2003年,3室1厅,79.16平米,南,水木华庭,585,7.390096008084892,79.16
中楼层(共30层),2011年,3室1厅,81.16平米,西,官龙名苑,470,5.791030064070971,81.16
中楼层(共33层),2008年,3室2厅,91.54平米,南北,桃源村三期,580,6.336027965916538,91.54
中楼层(共11层),2003年,3室2厅,89.44平米,南,汇金家园,680,7.602862254025045,89.44
高楼层(共31层),2002年,3室2厅,78.21平米,南,阳光海景豪苑,450,5.753739930955121,78.21
高楼层(共18层),2004年,3室2厅,99.62平米,东南,俊峰丽舍,698,7.006625175667536,99.62
低楼层(共31层),2004年,3室2厅,88.62平米,东南,英达钰龙园,680,7.673211464680659,88.62
低楼层(共24层),2012年,3室2厅,61.72平米,东南,汉京确悦,680,11.017498379779651,61.72
低楼层(共29层),2004年,3室2厅,104.77平米,南,常兴广场,567,5.411854538512933,104.77
高楼层(共27层),2010年,3室2厅,74.73平米,南,阳光花地苑,618,8.269771176234444,74.73
低楼层(共31层),2002年,3室1厅,98.29平米,南,南景苑,498,5.066639536066741,98.29
中楼层(共32层),2016年,3室2厅,92.18平米,北,万科云城,516,5.597743545237578,92.18
中楼层(共18层),2006年,3室2厅,70.62平米,东南,米兰第2季,598,8.467856131407533,70.62
低楼层(共32层),2006年,3室2厅,73.2平米,西,星海名城五期,586,8.005464480874316,73.2
中楼层(共7层),2004年,3室1厅,95.45平米,南北,港湾花园,618,6.474594028287061,95.45
低楼层(共31层),2005年,3室1厅,105.96平米,东南,海尚国际,650,6.134390335975841,105.96
中楼层(共26层),2015年,3室2厅,83平米,南,金地国际公寓,690,8.313253012048193,83.0
中楼层(共18层),2004年,3室2厅,99平米,东南,俊峰丽舍,698,7.05050505050505,99.0
低楼层(共20层),2000年,3室1厅,90.86平米,东南,桃源村二期,530,5.833149900946511,90.86
高楼层(共10层),2004年,3室1厅,91平米,北,前海花园,660,7.252747252747253,91.0
中楼层(共34层),2016年,3室1厅,81.67平米,东南,深物业前海港湾花园,650,7.958858822088894,81.67
中楼层(共18层),2010年,3室2厅,88.42平米,南,德意名居一期,660,7.464374575887808,88.42
低楼层(共40层),2017年,3室2厅,98.68平米,西南,万科云城,568,5.755978921767328,98.68
高楼层(共28层),1993年,3室2厅,75平米,南,海晖大厦,425,5.666666666666667,75.0
中楼层(共11层),2005年,3室2厅,97.07平米,南北,欧陆经典,690,7.108272380756156,97.07
中楼层(共20层),2003年,3室2厅,93.22平米,东北,桃源村二期,525,5.6318386612314955,93.22
中楼层(共20层),2000年,3室2厅,93.1平米,南,桃源村二期,550,5.907626208378089,93.1
低楼层(共18层),2004年,3室2厅,86.36平米,东南,俊峰丽舍,550,6.368689207966651,86.36
低楼层(共18层),2004年,3室2厅,73.92平米,北,绿海名都,680,9.1991341991342,73.92
低楼层(共14层),2002年,3室2厅,79.35平米,东南,星海名城二期八组团,688,8.67044738500315,79.35
高楼层(共16层),2001年,3室2厅,119.75平米,南,大陆庄园,680,5.6784968684759916,119.75
低楼层(共34层),2008年,3室1厅,78.16平米,北,桃源村三期,510,6.525076765609008,78.16
高楼层(共38层),2018年,3室2厅,77.73平米,西南,前海东岸,660,8.490930142802007,77.73
高楼层(共25层),2004年,3室2厅,110.15平米,东南,顺天大厦,630,5.719473445301861,110.15
高楼层(共22层),2005年,3室1厅,104.31平米,西,南国丽城,670,6.423161729460262,104.31
高楼层(共11层),2004年,3室2厅,112.95平米,东南,南山豪庭,650,5.754758742806551,112.95
中楼层(共56层),2019年,3室1厅,89.3平米,西北,京基御景峯,580,6.4949608062709965,89.3
